layer_idx,neuron_idx,dpo_projection_value,dpo_activation_value
24,861,,
10,9099,,
5,2339,,
10,2683,,
15,3027,,
20,3371,,
18,7462,,
6,5193,,
9,5464,,
14,3556,,
5,5722,,
10,6066,,
15,6410,,
1,8232,,
6,8576,,
1,1816,,
4,8503,,
6,2160,,
9,8847,,
4,2087,,
9,2431,,
0,4597,2.9027462005615234e-05,0.03271484375
5,9105,,
5,2689,,
1,5199,,
6,5543,,
25,6347,,
4,5470,,
9,5814,,
0,7980,6.651878356933594e-05,0.00397491455078125
0,1564,0.0003364086151123047,0.0733642578125
1,8582,,
22,3043,,
25,3314,,
16,5480,,
21,5824,,
0,4947,3.5822391510009766e-05,0.0229339599609375
17,8334,,
17,1918,,
22,6426,,
22,10,,
25,6697,,
25,281,,
11,8519,,
16,8863,,
21,9207,,
11,2103,,
16,2447,,
21,2791,,
7,4613,,
12,4957,,
17,5301,,
8,7467,,
13,7811,,
8,1051,,
13,1395,,
11,5486,,
16,5830,,
2,7652,,
7,7996,,
12,8340,,
2,1236,,
7,1580,,
12,1924,,
17,2268,,
17,8684,,
3,4090,,
8,4434,,
13,4778,,
11,8869,,
2,4619,,
7,4963,,
3,7473,,
8,7817,,
24,1934,,
3,1057,,
8,1401,,
23,8879,,
2,8002,,
18,2119,,
23,2463,,
19,4973,,
24,5317,,
20,7827,,
15,1067,,
20,1411,,
18,5502,,
23,5846,,
14,8012,,
19,8356,,
24,8700,,
14,1596,,
19,1940,,
24,2284,,
10,4106,,
15,4450,,
20,4794,,
18,8885,,
18,2469,,
6,200,,
9,471,,
14,4979,,
19,5323,,
5,7145,,
10,7489,,
15,7833,,
5,729,,
10,1073,,
15,1417,,
20,8177,,
1,3239,,
6,3583,,
4,3510,,
9,3854,,
14,8362,,
5,4112,,
10,4456,,
1,6622,,
6,6966,,
1,206,,
4,6893,,
6,550,,
9,7237,,
4,477,,
9,821,,
0,2987,5.7756900787353516e-05,0.0297088623046875
5,7495,,
22,4466,,
1,3589,,
25,4737,,
4,3860,,
21,7247,,
0,6370,-0.00013303756713867188,0.030975341796875
21,831,,
22,7849,,
22,1433,,
25,8120,,
25,1704,,
11,3526,,
16,3870,,
21,4214,,
12,6380,,
17,6724,,
17,308,,
22,4816,,
13,2818,,
11,6909,,
16,7253,,
21,7597,,
11,493,,
16,837,,
21,1181,,
2,2659,,
7,3003,,
12,3347,,
17,3691,,
3,5513,,
8,5857,,
13,6201,,
11,3876,,
2,6042,,
7,6386,,
12,6730,,
12,314,,
3,8896,,
3,2480,,
8,2824,,
13,3168,,
23,3886,,
2,3009,,
24,6740,,
3,5863,,
24,324,,
20,2834,,
18,6925,,
23,7269,,
18,509,,
23,853,,
14,3019,,
19,3363,,
24,3707,,
15,5873,,
20,6217,,
18,3892,,
23,4236,,
14,6402,,
19,6746,,
24,7090,,
19,330,,
10,8912,,
5,2152,,
10,2496,,
15,2840,,
20,3184,,
18,7275,,
6,5006,,
9,5277,,
14,3369,,
5,5535,,
10,5879,,
15,6223,,
1,8045,,
6,8389,,
1,1629,,
4,8316,,
6,1973,,
9,8660,,
4,1900,,
9,2244,,
0,4410,0.000518798828125,-0.033111572265625
5,8918,,
5,2502,,
1,5012,,
6,5356,,
25,6160,,
4,5283,,
9,5627,,
0,7793,0.00026226043701171875,0.02862548828125
0,1377,3.039836883544922e-05,-0.00522613525390625
1,8395,,
22,2856,,
25,3127,,
16,5293,,
21,5637,,
0,4760,-0.0002187490463256836,0.056121826171875
17,8147,,
17,1731,,
22,6239,,
25,6510,,
13,4241,,
25,94,,
11,8332,,
16,8676,,
21,9020,,
11,1916,,
16,2260,,
21,2604,,
7,4426,,
12,4770,,
17,5114,,
8,7280,,
13,7624,,
8,864,,
13,1208,,
16,5643,,
11,5299,,
2,7465,,
7,7809,,
12,8153,,
2,1049,,
7,1393,,
12,1737,,
17,2081,,
17,8497,,
3,3903,,
8,4247,,
13,4591,,
11,8682,,
2,4432,,
7,4776,,
3,7286,,
8,7630,,
24,1747,,
3,870,,
8,1214,,
23,8692,,
2,7815,,
18,1932,,
23,2276,,
19,4786,,
24,5130,,
20,7640,,
15,880,,
20,1224,,
18,5315,,
23,5659,,
14,7825,,
19,8169,,
24,8513,,
14,1409,,
19,1753,,
24,2097,,
10,3919,,
15,4263,,
20,4607,,
18,8698,,
18,2282,,
6,13,,
9,6700,,
9,284,,
14,4792,,
19,5136,,
5,6958,,
10,7302,,
15,7646,,
15,1230,,
5,542,,
10,886,,
20,7990,,
1,3052,,
6,3396,,
4,3323,,
9,3667,,
0,5833,-0.004726409912109375,-0.98193359375
5,3925,,
10,4269,,
1,6435,,
6,6779,,
1,19,,
4,6706,,
6,363,,
9,7050,,
4,290,,
9,634,,
0,2800,-0.0002429485321044922,0.01971435546875
22,4279,,
1,3402,,
25,4550,,
21,7060,,
0,6183,1.0907649993896484e-05,0.0197601318359375
16,300,,
21,644,,
17,3154,,
22,7662,,
22,1246,,
25,7933,,
25,1517,,
11,3339,,
16,3683,,
21,4027,,
12,6193,,
17,6537,,
17,121,,
13,9047,,
8,2287,,
13,2631,,
11,6722,,
16,7066,,
21,7410,,
11,306,,
16,650,,
2,2472,,
7,2816,,
12,3160,,
17,3504,,
3,5326,,
8,5670,,
13,6014,,
11,3689,,
2,5855,,
7,6199,,
12,6543,,
3,8709,,
8,9053,,
3,2293,,
8,2637,,
23,3699,,
2,2822,,
24,6553,,
3,5676,,
24,137,,
20,2647,,
18,6738,,
23,7082,,
18,322,,
23,666,,
14,2832,,
19,3176,,
24,3520,,
15,5686,,
20,6030,,
18,3705,,
23,4049,,
14,6215,,
19,6559,,
24,6903,,
19,143,,
5,8381,,
10,8725,,
15,9069,,
5,1965,,
10,2309,,
15,2653,,
20,2997,,
6,4819,,
4,4746,,
9,5090,,
14,3182,,
5,5348,,
10,5692,,
15,6036,,
1,7858,,
6,8202,,
1,1442,,
4,8129,,
6,1786,,
9,8473,,
4,1713,,
9,2057,,
0,4223,-1.1801719665527344e-05,0.0120391845703125
5,8731,,
5,2315,,
22,5702,,
1,4825,,
6,5169,,
25,5973,,
4,5096,,
0,7606,0.0003628730773925781,0.043609619140625
21,2067,,
0,1190,0.0003745555877685547,0.037750244140625
22,9085,,
22,2669,,
25,2940,,
16,5106,,
21,5450,,
17,7960,,
12,1200,,
17,1544,,
22,6052,,
25,6323,,
13,4054,,
11,8145,,
16,8489,,
21,8833,,
11,1729,,
16,2073,,
21,2417,,
7,4239,,
12,4583,,
17,4927,,
8,7093,,
13,7437,,
3,333,,
8,677,,
13,1021,,
16,5456,,
11,5112,,
2,7278,,
7,7622,,
12,7966,,
2,862,,
7,1206,,
12,1550,,
17,8310,,
3,3716,,
8,4060,,
13,4404,,
11,8495,,
2,4245,,
7,4589,,
3,7099,,
8,7443,,
24,1560,,
3,683,,
18,8161,,
23,8505,,
2,7628,,
18,1745,,
23,2089,,
19,4599,,
24,4943,,
20,7453,,
15,693,,
20,1037,,
18,5128,,
23,5472,,
14,7638,,
19,7982,,
24,8326,,
14,1222,,
19,1566,,
24,1910,,
10,3732,,
15,4076,,
20,4420,,
18,8511,,
18,2095,,
9,6513,,
9,97,,
14,4605,,
19,4949,,
5,6771,,
10,7115,,
15,7459,,
5,355,,
10,699,,
15,1043,,
20,7803,,
1,2865,,
6,3209,,
4,3136,,
9,3480,,
0,5646,0.0001169443130493164,0.05816650390625
5,3738,,
10,4082,,
1,6248,,
6,6592,,
6,176,,
4,6519,,
9,6863,,
25,980,,
4,103,,
9,447,,
0,9029,-0.00024509429931640625,-0.052703857421875
0,2613,0.0008950233459472656,0.252685546875
22,4092,,
1,3215,,
25,4363,,
21,6873,,
0,5996,-2.4139881134033203e-05,0.0034236907958984375
16,113,,
21,457,,
17,2967,,
22,7475,,
22,1059,,
25,7746,,
25,1330,,
11,3152,,
16,3496,,
21,3840,,
12,6006,,
17,6350,,
13,8860,,
8,2100,,
13,2444,,
11,6535,,
16,6879,,
21,7223,,
11,119,,
16,463,,
7,9045,,
2,2285,,
7,2629,,
12,2973,,
17,3317,,
3,5139,,
8,5483,,
13,5827,,
11,3502,,
2,5668,,
7,6012,,
12,6356,,
3,8522,,
8,8866,,
13,9210,,
3,2106,,
8,2450,,
2,9051,,
23,3512,,
2,2635,,
24,6366,,
3,5489,,
20,8876,,
20,2460,,
18,6551,,
23,6895,,
18,135,,
23,479,,
14,9061,,
14,2645,,
19,2989,,
24,3333,,
10,5155,,
15,5499,,
20,5843,,
18,3518,,
23,3862,,
14,6028,,
19,6372,,
24,6716,,
5,8194,,
10,8538,,
15,8882,,
5,1778,,
10,2122,,
15,2466,,
20,2810,,
1,4288,,
6,4632,,
4,4559,,
9,4903,,
14,2995,,
5,5161,,
10,5505,,
1,7671,,
6,8015,,
1,1255,,
4,7942,,
6,1599,,
9,8286,,
4,1526,,
9,1870,,
0,4036,0.0006575584411621094,0.06256103515625
5,8544,,
5,2128,,
22,5515,,
1,4638,,
25,5786,,
4,4909,,
0,7419,0.00019824504852294922,-0.0228729248046875
21,1880,,
0,1003,-1.0073184967041016e-05,0.0015163421630859375
22,8898,,
22,2482,,
25,9169,,
25,2753,,
16,4919,,
21,5263,,
17,7773,,
12,1013,,
17,1357,,
22,5865,,
25,6136,,
13,3867,,
11,7958,,
16,8302,,
21,8646,,
11,1542,,
16,1886,,
21,2230,,
7,4052,,
12,4396,,
17,4740,,
8,6906,,
13,7250,,
3,146,,
8,490,,
13,834,,
16,5269,,
11,4925,,
2,7091,,
7,7435,,
12,7779,,
2,675,,
7,1019,,
12,1363,,
17,8123,,
3,3529,,
8,3873,,
13,4217,,
23,4935,,
2,4058,,
7,4402,,
24,7789,,
3,6912,,
8,7256,,
24,1373,,
3,496,,
18,7974,,
23,8318,,
18,1558,,
23,1902,,
14,4068,,
19,4412,,
24,4756,,
15,6922,,
20,7266,,
15,506,,
20,850,,
18,4941,,
23,5285,,
14,7451,,
19,7795,,
24,8139,,
14,1035,,
19,1379,,
24,1723,,
5,3201,,
10,3545,,
15,3889,,
20,4233,,
18,8324,,
6,6055,,
9,6326,,
14,4418,,
5,6584,,
10,6928,,
15,7272,,
15,856,,
5,168,,
10,512,,
1,9094,,
1,2678,,
6,3022,,
4,2949,,
9,3293,,
0,5459,4.684925079345703e-05,0.050567626953125
5,3551,,
1,6061,,
6,6405,,
22,522,,
4,6332,,
9,6676,,
25,793,,
0,8842,-2.473592758178711e-05,-0.046600341796875
0,2426,0.00028228759765625,-0.0758056640625
22,3905,,
25,4176,,
21,6686,,
0,5809,2.0682811737060547e-05,0.0087738037109375
21,270,,
17,2780,,
22,7288,,
22,872,,
25,7559,,
25,1143,,
11,2965,,
16,3309,,
21,3653,,
12,5819,,
17,6163,,
13,8673,,
8,1913,,
13,2257,,
11,6348,,
16,6692,,
21,7036,,
16,276,,
2,8514,,
7,8858,,
12,9202,,
2,2098,,
7,2442,,
12,2786,,
17,3130,,
3,4952,,
8,5296,,
13,5640,,
11,3315,,
2,5481,,
7,5825,,
12,6169,,
3,8335,,
8,8679,,
13,9023,,
3,1919,,
8,2263,,
2,8864,,
18,2981,,
23,3325,,
2,2448,,
19,5835,,
24,6179,,
3,5302,,
20,8689,,
20,2273,,
18,6364,,
23,6708,,
23,292,,
14,8874,,
14,2458,,
19,2802,,
24,3146,,
10,4968,,
15,5312,,
20,5656,,
18,3331,,
9,1333,,
14,5841,,
19,6185,,
5,8007,,
10,8351,,
15,8695,,
15,2279,,
5,1591,,
10,1935,,
20,2623,,
20,9039,,
1,4101,,
6,4445,,
4,4372,,
9,4716,,
0,466,5.161762237548828e-05,-0.0098724365234375
5,4974,,
10,5318,,
1,7484,,
6,7828,,
1,1068,,
4,7755,,
6,1412,,
9,8099,,
4,1339,,
9,1683,,
0,3849,0.00011968612670898438,0.0124969482421875
5,8357,,
22,5328,,
1,4451,,
25,5599,,
4,4722,,
0,7232,-0.00038504600524902344,-0.055877685546875
21,1693,,
0,816,-0.00039196014404296875,-0.0706787109375
22,8711,,
22,2295,,
25,8982,,
25,2566,,
16,4732,,
21,5076,,
17,7586,,
12,826,,
17,1170,,
22,5678,,
25,5949,,
13,3680,,
11,7771,,
16,8115,,
21,8459,,
11,1355,,
16,1699,,
21,2043,,
7,3865,,
12,4209,,
17,4553,,
8,6719,,
13,7063,,
8,303,,
13,647,,
11,4738,,
16,5082,,
2,6904,,
7,7248,,
12,7592,,
2,488,,
7,832,,
12,1176,,
17,7936,,
3,3342,,
8,3686,,
13,4030,,
23,4748,,
2,3871,,
7,4215,,
24,7602,,
3,6725,,
8,7069,,
24,1186,,
3,309,,
18,7787,,
23,8131,,
18,1371,,
23,1715,,
14,3881,,
19,4225,,
24,4569,,
15,6735,,
20,7079,,
15,319,,
20,663,,
18,4754,,
23,5098,,
14,7264,,
19,7608,,
24,7952,,
14,848,,
19,1192,,
24,1536,,
5,3014,,
10,3358,,
15,3702,,
20,4046,,
18,8137,,
6,5868,,
9,6139,,
14,4231,,
5,6397,,
10,6741,,
15,7085,,
10,325,,
15,669,,
1,8907,,
1,2491,,
4,9178,,
6,2835,,
4,2762,,
9,3106,,
0,5272,0.00043320655822753906,0.031890869140625
5,3364,,
1,5874,,
6,6218,,
22,335,,
4,6145,,
9,6489,,
25,606,,
0,8655,0.00013875961303710938,0.0166015625
0,2239,-0.00016486644744873047,-0.02008056640625
22,3718,,
25,3989,,
16,6155,,
21,6499,,
0,5622,-4.112720489501953e-06,0.0013866424560546875
21,83,,
17,9009,,
17,2593,,
22,7101,,
22,685,,
25,7372,,
25,956,,
11,9194,,
11,2778,,
16,3122,,
21,3466,,
7,5288,,
12,5632,,
17,5976,,
8,8142,,
13,8486,,
8,1726,,
13,2070,,
11,6161,,
16,6505,,
16,89,,
2,8327,,
7,8671,,
12,9015,,
2,1911,,
7,2255,,
12,2599,,
17,2943,,
3,4765,,
8,5109,,
13,5453,,
11,3128,,
2,5294,,
7,5638,,
3,8148,,
8,8492,,
24,2609,,
3,1732,,
8,2076,,
2,8677,,
18,2794,,
23,3138,,
19,5648,,
24,5992,,
20,8502,,
15,1742,,
20,2086,,
18,6177,,
23,6521,,
23,105,,
14,8687,,
19,9031,,
14,2271,,
19,2615,,
24,2959,,
10,4781,,
15,5125,,
20,5469,,
18,3144,,
6,875,,
9,1146,,
14,5654,,
19,5998,,
5,7820,,
10,8164,,
15,8508,,
15,2092,,
5,1404,,
10,1748,,
20,8852,,
1,3914,,
6,4258,,
4,4185,,
9,4529,,
14,9037,,
0,279,0.0001004338264465332,0.027313232421875
5,4787,,
10,5131,,
1,7297,,
6,7641,,
1,881,,
4,7568,,
6,1225,,
9,7912,,
4,1152,,
9,1496,,
0,3662,-0.0006098747253417969,-0.10784912109375
5,8170,,
22,5141,,
1,4264,,
25,5412,,
4,4535,,
21,7922,,
0,7045,-6.186962127685547e-05,0.0133819580078125
21,1506,,
0,629,-0.0003440380096435547,-0.034637451171875
22,8524,,
22,2108,,
25,8795,,
25,2379,,
11,4201,,
16,4545,,
21,4889,,
12,7055,,
17,7399,,
12,639,,
17,983,,
22,5491,,
13,3493,,
11,7584,,
16,7928,,
21,8272,,
11,1168,,
16,1512,,
21,1856,,
2,3334,,
7,3678,,
12,4022,,
17,4366,,
3,6188,,
8,6532,,
13,6876,,
8,116,,
13,460,,
11,4551,,
2,6717,,
7,7061,,
12,7405,,
2,301,,
7,645,,
12,989,,
3,3155,,
8,3499,,
13,3843,,
23,4561,,
2,3684,,
24,7415,,
3,6538,,
19,655,,
24,999,,
3,122,,
20,3509,,
18,7600,,
23,7944,,
18,1184,,
23,1528,,
14,3694,,
19,4038,,
24,4382,,
15,6548,,
20,6892,,
15,132,,
20,476,,
18,4567,,
23,4911,,
14,7077,,
19,7421,,
24,7765,,
14,661,,
19,1005,,
5,2827,,
10,3171,,
15,3515,,
20,3859,,
18,7950,,
6,5681,,
9,5952,,
14,4044,,
5,6210,,
10,6554,,
15,6898,,
10,138,,
1,8720,,
6,9064,,
1,2304,,
4,8991,,
6,2648,,
4,2575,,
9,2919,,
0,5085,8.666515350341797e-05,-0.0124053955078125
5,3177,,
1,5687,,
6,6031,,
22,148,,
25,6835,,
4,5958,,
9,6302,,
25,419,,
0,8468,-5.0067901611328125e-06,0.0021762847900390625
0,2052,-2.6464462280273438e-05,0.005462646484375
1,9070,,
22,3531,,
25,3802,,
16,5968,,
21,6312,,
0,5435,-0.000247955322265625,-0.050872802734375
17,8822,,
17,2406,,
22,6914,,
22,498,,
25,7185,,
25,769,,
11,9007,,
11,2591,,
16,2935,,
21,3279,,
7,5101,,
12,5445,,
17,5789,,
8,7955,,
13,8299,,
8,1539,,
13,1883,,
11,5974,,
16,6318,,
2,8140,,
7,8484,,
12,8828,,
2,1724,,
7,2068,,
12,2412,,
17,2756,,
17,9172,,
3,4578,,
8,4922,,
13,5266,,
2,5107,,
7,5451,,
3,7961,,
8,8305,,
24,2422,,
3,1545,,
8,1889,,
2,8490,,
18,2607,,
23,2951,,
19,5461,,
24,5805,,
20,8315,,
15,1555,,
20,1899,,
18,5990,,
23,6334,,
14,8500,,
19,8844,,
24,9188,,
14,2084,,
19,2428,,
24,2772,,
10,4594,,
15,4938,,
20,5282,,
18,2957,,
6,688,,
9,959,,
14,5467,,
19,5811,,
5,7633,,
10,7977,,
15,8321,,
15,1905,,
5,1217,,
10,1561,,
20,8665,,
1,3727,,
6,4071,,
4,3998,,
9,4342,,
14,8850,,
0,6508,0.0003752708435058594,0.03558349609375
0,92,0.0004012584686279297,0.054534912109375
5,4600,,
10,4944,,
1,7110,,
6,7454,,
1,694,,
4,7381,,
6,1038,,
9,7725,,
4,965,,
9,1309,,
0,3475,-1.5437602996826172e-05,0.01551055908203125
5,7983,,
22,4954,,
1,4077,,
25,5225,,
4,4348,,
21,7735,,
0,6858,-0.00014770030975341797,0.029083251953125
21,1319,,
0,442,1.1444091796875e-05,0.00339508056640625
17,3829,,
22,8337,,
22,1921,,
25,8608,,
25,2192,,
11,4014,,
16,4358,,
21,4702,,
12,6868,,
17,7212,,
12,452,,
17,796,,
22,5304,,
8,2962,,
13,3306,,
11,7397,,
16,7741,,
21,8085,,
11,981,,
16,1325,,
21,1669,,
2,3147,,
7,3491,,
12,3835,,
17,4179,,
3,6001,,
8,6345,,
13,6689,,
13,273,,
11,4364,,
2,6530,,
7,6874,,
12,7218,,
2,114,,
7,458,,
12,802,,
3,2968,,
8,3312,,
23,4374,,
2,3497,,
24,7228,,
3,6351,,
19,468,,
24,812,,
20,3322,,
18,7413,,
23,7757,,
18,997,,
23,1341,,
14,3507,,
19,3851,,
24,4195,,
15,6361,,
20,6705,,
20,289,,
18,4380,,
23,4724,,
14,6890,,
19,7234,,
24,7578,,
14,474,,
19,818,,
5,9056,,
5,2640,,
10,2984,,
15,3328,,
20,3672,,
6,5494,,
4,5421,,
9,5765,,
14,3857,,
5,6023,,
10,6367,,
15,6711,,
1,8533,,
6,8877,,
1,2117,,
4,8804,,
6,2461,,
9,9148,,
4,2388,,
9,2732,,
0,4898,9.691715240478516e-05,0.0075836181640625
5,2990,,
22,6377,,
1,5500,,
6,5844,,
25,6648,,
4,5771,,
25,232,,
0,8281,0.0007190704345703125,-0.1328125
21,2742,,
0,1865,2.5928020477294922e-05,-0.015899658203125
22,3344,,
25,3615,,
16,5781,,
21,6125,,
17,8635,,
12,1875,,
17,2219,,
22,6727,,
22,311,,
25,6998,,
13,4729,,
11,8820,,
16,9164,,
11,2404,,
16,2748,,
21,3092,,
7,4914,,
12,5258,,
17,5602,,
8,7768,,
13,8112,,
3,1008,,
8,1352,,
13,1696,,
11,5787,,
16,6131,,
2,7953,,
7,8297,,
12,8641,,
2,1537,,
7,1881,,
12,2225,,
17,8985,,
3,4391,,
8,4735,,
13,5079,,
11,9170,,
2,4920,,
7,5264,,
3,7774,,
8,8118,,
24,2235,,
3,1358,,
18,8836,,
23,9180,,
2,8303,,
18,2420,,
23,2764,,
19,5274,,
24,5618,,
20,8128,,
15,1368,,
20,1712,,
18,5803,,
23,6147,,
14,8313,,
19,8657,,
24,9001,,
14,1897,,
19,2241,,
24,2585,,
10,4407,,
15,4751,,
20,5095,,
18,9186,,
18,2770,,
6,501,,
9,7188,,
9,772,,
14,5280,,
19,5624,,
5,7446,,
10,7790,,
15,8134,,
15,1718,,
5,1030,,
10,1374,,
20,8478,,
1,3540,,
6,3884,,
4,3811,,
9,4155,,
0,6321,-3.808736801147461e-05,-0.0069122314453125
5,4413,,
10,4757,,
1,6923,,
6,7267,,
1,507,,
4,7194,,
6,851,,
9,7538,,
4,778,,
9,1122,,
25,1655,,
0,3288,-1.5079975128173828e-05,-0.0024394989013671875
22,4767,,
1,3890,,
25,5038,,
21,7548,,
0,6671,-4.750490188598633e-05,-0.00905609130859375
16,788,,
21,1132,,
0,255,8.934736251831055e-05,-0.051422119140625
17,3642,,
22,8150,,
22,1734,,
25,8421,,
25,2005,,
11,3827,,
16,4171,,
21,4515,,
12,6681,,
17,7025,,
12,265,,
17,609,,
8,2775,,
13,3119,,
11,7210,,
16,7554,,
21,7898,,
11,794,,
16,1138,,
2,2960,,
7,3304,,
12,3648,,
17,3992,,
3,5814,,
8,6158,,
13,6502,,
13,86,,
11,4177,,
2,6343,,
7,6687,,
12,7031,,
7,271,,
3,9197,,
3,2781,,
8,3125,,
23,4187,,
2,3310,,
24,7041,,
3,6164,,
19,281,,
24,625,,
20,3135,,
18,7226,,
23,7570,,
18,810,,
23,1154,,
14,3320,,
19,3664,,
24,4008,,
15,6174,,
20,6518,,
20,102,,
18,4193,,
23,4537,,
14,6703,,
19,7047,,
24,7391,,
14,287,,
19,631,,
5,8869,,
10,9213,,
5,2453,,
10,2797,,
15,3141,,
20,3485,,
6,5307,,
4,5234,,
9,5578,,
14,3670,,
5,5836,,
10,6180,,
15,6524,,
1,8346,,
6,8690,,
1,1930,,
4,8617,,
6,2274,,
9,8961,,
4,2201,,
9,2545,,
0,4711,3.1828880310058594e-05,-0.004974365234375
5,2803,,
22,6190,,
1,5313,,
6,5657,,
25,6461,,
4,5584,,
25,45,,
0,8094,1.5079975128173828e-05,-0.0026378631591796875
21,2555,,
0,1678,0.0003666877746582031,-0.050079345703125
22,3157,,
25,3428,,
16,5594,,
21,5938,,
17,8448,,
12,1688,,
17,2032,,
22,6540,,
22,124,,
25,6811,,
13,4542,,
11,8633,,
16,8977,,
11,2217,,
16,2561,,
21,2905,,
7,4727,,
12,5071,,
17,5415,,
8,7581,,
13,7925,,
3,821,,
8,1165,,
13,1509,,
11,5600,,
16,5944,,
2,7766,,
7,8110,,
12,8454,,
2,1350,,
7,1694,,
12,2038,,
17,8798,,
3,4204,,
8,4548,,
13,4892,,
2,4733,,
7,5077,,
24,8464,,
3,7587,,
8,7931,,
24,2048,,
3,1171,,
18,8649,,
23,8993,,
18,2233,,
23,2577,,
14,4743,,
19,5087,,
24,5431,,
15,7597,,
20,7941,,
15,1181,,
20,1525,,
18,5616,,
23,5960,,
14,8126,,
19,8470,,
24,8814,,
14,1710,,
19,2054,,
24,2398,,
5,3876,,
10,4220,,
15,4564,,
20,4908,,
18,8999,,
6,6730,,
18,2583,,
6,314,,
9,7001,,
4,241,,
9,585,,
14,5093,,
5,7259,,
10,7603,,
15,7947,,
15,1531,,
5,843,,
10,1187,,
1,3353,,
6,3697,,
4,3624,,
9,3968,,
0,6134,-0.0003190040588378906,0.03155517578125
5,4226,,
1,6736,,
6,7080,,
22,1197,,
1,320,,
4,7007,,
6,664,,
9,7351,,
4,591,,
25,1468,,
0,3101,-0.0005316734313964844,-0.08343505859375
22,4580,,
25,4851,,
21,7361,,
0,6484,-0.0006966590881347656,-0.051025390625
16,601,,
21,945,,
17,3455,,
22,7963,,
22,1547,,
25,8234,,
25,1818,,
11,3640,,
16,3984,,
21,4328,,
12,6494,,
17,6838,,
12,78,,
17,422,,
8,2588,,
13,2932,,
11,7023,,
16,7367,,
21,7711,,
11,607,,
16,951,,
2,9189,,
2,2773,,
7,3117,,
12,3461,,
17,3805,,
3,5627,,
8,5971,,
13,6315,,
11,3990,,
2,6156,,
7,6500,,
12,6844,,
7,84,,
3,9010,,
3,2594,,
8,2938,,
18,3656,,
23,4000,,
2,3123,,
19,6510,,
24,6854,,
3,5977,,
19,94,,
24,438,,
20,2948,,
18,7039,,
23,7383,,
18,623,,
23,967,,
14,3133,,
19,3477,,
24,3821,,
10,5643,,
15,5987,,
20,6331,,
18,4006,,
9,2008,,
14,6516,,
19,6860,,
14,100,,
19,444,,
5,8682,,
10,9026,,
5,2266,,
10,2610,,
15,2954,,
20,3298,,
1,4776,,
6,5120,,
4,5047,,
9,5391,,
0,1141,-0.00012183189392089844,-0.060943603515625
5,5649,,
10,5993,,
1,8159,,
6,8503,,
1,1743,,
4,8430,,
6,2087,,
9,8774,,
4,2014,,
9,2358,,
0,4524,-0.00034427642822265625,-0.058319091796875
5,9032,,
22,6003,,
1,5126,,
25,6274,,
4,5397,,
0,7907,-0.00012636184692382812,-0.0116119384765625
21,2368,,
0,1491,-5.823373794555664e-05,-0.0194854736328125
22,2970,,
25,3241,,
16,5407,,
21,5751,,
17,8261,,
12,1501,,
17,1845,,
22,6353,,
25,6624,,
13,4355,,
11,8446,,
16,8790,,
21,9134,,
11,2030,,
16,2374,,
21,2718,,
7,4540,,
12,4884,,
17,5228,,
8,7394,,
13,7738,,
3,634,,
8,978,,
13,1322,,
11,5413,,
16,5757,,
2,7579,,
7,7923,,
12,8267,,
2,1163,,
7,1507,,
12,1851,,
17,8611,,
3,4017,,
8,4361,,
13,4705,,
23,5423,,
2,4546,,
7,4890,,
24,8277,,
3,7400,,
8,7744,,
24,1861,,
3,984,,
18,8462,,
23,8806,,
18,2046,,
23,2390,,
14,4556,,
19,4900,,
24,5244,,
15,7410,,
20,7754,,
15,994,,
20,1338,,
18,5429,,
23,5773,,
14,7939,,
19,8283,,
24,8627,,
14,1523,,
19,1867,,
24,2211,,
5,3689,,
10,4033,,
15,4377,,
20,4721,,
18,8812,,
6,6543,,
6,127,,
9,6814,,
4,54,,
9,398,,
14,4906,,
5,7072,,
10,7416,,
15,7760,,
15,1344,,
5,656,,
10,1000,,
1,3166,,
6,3510,,
4,3437,,
9,3781,,
0,5947,0.00011408329010009766,0.02545166015625
5,4039,,
1,6549,,
6,6893,,
22,1010,,
1,133,,
4,6820,,
6,477,,
9,7164,,
4,404,,
25,1281,,
0,2914,-3.0875205993652344e-05,0.0211639404296875
22,4393,,
25,4664,,
21,7174,,
0,6297,0.0002963542938232422,0.0224151611328125
16,414,,
21,758,,
17,3268,,
22,7776,,
22,1360,,
25,8047,,
25,1631,,
11,3453,,
16,3797,,
21,4141,,
12,6307,,
17,6651,,
17,235,,
8,8817,,
13,9161,,
8,2401,,
13,2745,,
11,6836,,
16,7180,,
21,7524,,
16,764,,
11,420,,
2,9002,,
2,2586,,
7,2930,,
12,3274,,
17,3618,,
3,5440,,
8,5784,,
13,6128,,
11,3803,,
2,5969,,
7,6313,,
3,8823,,
8,9167,,
3,2407,,
8,2751,,
18,3469,,
23,3813,,
2,2936,,
19,6323,,
24,6667,,
24,251,,
20,9177,,
15,2417,,
20,2761,,
18,6852,,
23,7196,,
18,436,,
23,780,,
14,2946,,
19,3290,,
24,3634,,
10,5456,,
15,5800,,
20,6144,,
18,3819,,
6,1550,,
9,1821,,
14,6329,,
19,6673,,
19,257,,
5,8495,,
10,8839,,
15,9183,,
15,2767,,
5,2079,,
10,2423,,
1,4589,,
6,4933,,
4,4860,,
9,5204,,
0,954,9.453296661376953e-05,0.0736083984375
5,5462,,
10,5806,,
1,7972,,
6,8316,,
1,1556,,
4,8243,,
6,1900,,
9,8587,,
4,1827,,
9,2171,,
0,4337,-0.00011235475540161133,-0.04998779296875
5,8845,,
